0.000000, 0.000000
1915.577026, -119.565002
1835.558960, -199.695999
1995.581055, -199.699997
2502.458008, -119.695000
2422.436035, -199.695999
2582.436035, -199.695999
2722.200928, -199.735001
2802.222900, -279.739014
2626.262939, -187.660004
2607.925049, -199.733002
2712.342041, -199.738998
2657.238037, -115.944000
475.582214, -199.625000
406.419891, -159.789993
279.581909, 59.805012
303.099304, 118.230698
468.230286, 165.985306
485.600403, 162.911499
625.786499, -156.572998
554.825684, -199.632996
702.222107, -199.636002
649.023682, -111.934998
675.244812, -61.518902
763.903992, -40.807999
739.803894, 62.450569
651.144714, 41.739639
735.225891, -19.816799
723.371277, 30.930510
679.800598, 20.752331
691.655273, -29.995001
738.992981, 166.017899
764.006775, 108.943604
577.867004, 197.708603
621.073486, 198.059692
287.087189, 46.874279
454.609711, 162.046005
510.515289, 144.674805
529.520020, 183.714203
516.748718, 180.029800
710.459106, 173.776703
661.832214, -87.338402
779.452026, -52.176201
882.160400, -127.366997
959.813782, -184.205994
807.669373, -199.645004
1007.065002, -199.651001
858.534729, -199.643997
2802.222900, -339.479004
2782.062012, -385.476990
2832.154053, -356.838989
2802.200928, -397.101013
2822.361084, -362.441010
2772.270020, -391.079010
2802.222900, -408.442993
2568.908936, -522.096008
2600.175049, -489.540985
2549.177002, -560.025024
2502.245117, -599.447998
2669.731934, -449.752014
2558.051025, -543.000000
2389.761963, -660.958984
2400.781982, -631.395020
2414.572998, -627.062988
2508.622070, -800.492004
2464.751953, -782.690002
2669.422119, -759.806030
2704.780029, -758.924988
2575.197021, -783.646973
2432.377930, -730.114990
3013.509033, -667.054993
2947.354004, -807.588989
2802.222900, -729.651978
2754.333008, -768.867004
2834.333008, -784.916016
2802.222900, -745.700989
2802.228027, -649.898987
2802.228027, -339.479004
2690.674072, -437.752014
2735.782959, -441.427002
2831.759033, -519.408020
2895.788086, -571.408997
2802.201904, -457.329010
2580.687012, -579.500000
2591.246094, -606.421997
2600.525879, -654.187988
2609.365967, -757.844971
2594.311035, -778.802002
2637.530029, -745.434021
2605.543945, -709.362976
2862.394043, -790.541992
2834.354980, -784.919983
2602.082031, -665.447021
2993.854980, -238.389008
2973.801025, -275.841003
2902.562988, -316.584991
2564.030029, -552.664001
2563.295898, -532.901978
2886.011963, 246.308197
2965.847900, 171.758804
2966.593018, 160.849792
3046.385010, 246.308197
2991.211914, -199.386993
2993.876953, -238.699997
2690.923096, -21.360600
2684.387939, -53.085098
2792.822021, 198.028793
2866.287109, 246.304306
2690.945068, 206.304306
2730.945068, 246.304306
2672.656982, -80.244698
2782.347900, 173.772995
2610.923096, 478.282501
2690.923096, 398.282501
2583.753906, 478.280487
2690.944092, 181.711594
2770.930908, 246.304306
2690.908936, 326.308197
1895.560059, -34.449799
1915.583008, -54.453701
1832.220947, -34.451698
1679.932983, -34.449799
2818.512939, 246.306305
2996.358887, 246.304306
3256.617920, 246.308197
801.815613, 181.556793
1579.167969, -34.448502
2462.437012, -34.455898
2502.458984, -74.459801
2362.708984, -34.456600
2670.917969, 161.715500
2690.939941, 141.711594
2763.987061, 161.701706
2617.033936, 161.715302
3450.731934, 246.308197
3613.882080, 246.310196
2390.894043, 574.404175
2410.894043, 594.404175
2410.916016, 478.268005
2390.916016, 498.268005
2390.894043, 514.404175
2468.758057, 594.371216
2470.894043, 478.276306
2390.894043, 558.276306
2754.471924, 594.404175
2794.493896, 554.400330
2794.471924, 518.296692
2754.493896, 478.292786
2794.471924, 518.317871
2954.648926, -619.231995
2942.079102, -574.786987
2931.443115, -341.239014
2948.225098, -290.470001
2970.336914, -430.045013
2972.479980, -488.807007
2650.946045, 241.804306
2690.945068, 201.804306
2617.045898, 241.806198
2690.936035, 281.804291
2690.920898, 121.058098
2650.906982, 81.674347
2690.929932, 41.670441
2617.033936, 81.670441
2802.200928, -397.157990
756.335388, 161.298706
2600.548096, -654.192017
2669.766113, -449.752014
2563.273926, -532.898010
2563.287109, -532.898010
2594.333008, -778.802002
2575.178955, -783.664978
2772.291992, -391.083008
2802.228027, -457.329010
2802.219971, -457.329010
2948.225098, -290.503998
2690.946045, 206.466095
2690.947021, 281.804291
2690.920898, 141.711594
2690.900879, 121.110901
2690.900879, 41.670441
